FDAT	TDAT	OMR	STN	LNR	STN_NAMN	X	Y	TOP	FORS	REFNIVA	RORHOJD	RORLANGD	SILLANGD	JORDDJUP	MATTYP	STNTYP	STNMTRL	DIAM	AKVIFER	GEOHYLAG	JORDART	GENES	TACKT	BERGART	MAGSTLK	TYPOMR	GVMILJO	ANM	NIVMET	VDIST	VT	N	E	SESS	EUCD_GWB	TEMPERATURDJUP	ID
1962-09-25	2001-12-02	5	7	1	Emmaboda_7	6275082	1482172	04FNO	862	145,14	0,7	3,68			N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6273285	531615				5_7
1961-07-12	2001-12-02	5	8	1	Emmaboda_8	6279197	1483169	04FNO	862	134,13	0,75	3,32			N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6277410	532564				5_8
1961-07-12	1983-12-31	5	9	1	Emmaboda_9	6279324	1483158	04FNO	862	134,56	0,55	2,94			N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6277537	532551				5_9
1961-07-12	2001-12-02	5	10	1	Emmaboda_10	6279268	1483069	04FNO	862	134,2	0,85	3,34			N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6277480	532463				5_10
1961-07-12	2001-12-02	5	11	1	Emmaboda_11	6279254	1483157	04FNO	862	134,37	0,7	3,35			N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6277467	532551				5_11
1968-11-25	1986-03-16	5	12	1	Emmaboda_12	6278733	1485785	04FNO	862	123,8					K	K	XX		JÖ	U	MN	XX	XX	GRA		B				SE4		6276977	535184				5_12
1962-01-02	1986-06-15	6	1	1	Kalmar_1	6275757	1521512	04GNV	880	14,91	0,9	10,2			N	R	ME	50	JÖ	U	SA	LM	TO	SST		C				SE4		6274422	570930				6_1
1962-01-02	1967-10-03	6	2	1	Kalmar_2	6273175	1520189	04GSV	880	20,04	1	7,5			N	R	ME	50	JÖ	U	SA	LM	XX	GRA		C				SE4		6271825	569638				6_2
1962-01-02	1967-10-03	6	4	1	Kalmar_4	6273620	1522021	04GSV	880	25,97	0,72	20,4			N	R	ME	50	JÖ	I	GR	GF	XX	SST		C				SE4		6272292	571464				6_4
1962-01-02	1967-10-03	6	6	1	Kalmar_6	6273172	1523351	04GSV	880	16,37	0,85	17,5			N	R	ME	50	JÖ	U	GR	GF	XX	SST		C				SE4		6271859	572799				6_6
1962-01-02	1967-10-03	6	7	1	Kalmar_7	6273159	1522906	04GSV	880	23,03	0,75	23,7			N	R	ME	50	JÖ	I	SA	GF	XX	SST		C				SE4		6271841	572354				6_7
1962-01-02	1967-10-03	6	8	1	Kalmar_8	6272701	1523511	04GSV	880	12,21	0,9	16,7			N	R	ME	50	JÖ	I	SA	GF	XX	SST		C				SE4		6271390	572964				6_8
1962-01-02	1967-10-03	6	9	1	Kalmar_9	6272248	1523156	04GSV	880	26,84	0,95	30,2			N	R	ME	50	JÖ	I	SA	GF	XX	SST		C				SE4		6270933	572615				6_9
1962-01-02	1986-06-15	6	10	1	Kalmar_10	6274367	1520369	04GSV	880	19,89	0,9	13,1			N	R	ME	50	JÖ	I	SA	GF	XX	GRA		C				SE4		6273019	569804				6_10
1957-04-05	1983-12-31	6	13	1	Kalmar_13	6275267	1521092	04GNV	880	13,82	0,9	5			N	R	ME	50	JS	U	SA	LM	TO	SST		C				SE4		6273927	570516				6_13
1962-01-02	1967-10-03	6	14	1	Kalmar_14	6273311	1522863	04GSV	880	16,45	1	19,4			N	R	ME	50	JÖ	U	SA	GF	XX	SST		C				SE4		6271993	572309				6_14
1964-01-08	1986-06-15	6	16	1	Kalmar_16	6276603	1516092	04GNV	880	45,38	0,9	6,5			N	R	ME	50	JÖ	I	SI		XX	GRA		C				SE4		6275204	565503				6_16
1964-01-08	1983-12-31	6	17	1	Kalmar_17	6275371	1518479	04GNV	880	41,6	0,75	18,9			N	R	ME	50	JÖ	V	SA	GF	XX	GRA		C				SE4		6274000	567903				6_17
1964-01-08	1986-06-15	6	18	1	Kalmar_18	6282963	1511953	04GNV	880	63,21	0,9	6,85			N	R	ME	50	JÖ	I	SA	GF	XX	GRA		C				SE4		6281512	561291				6_18
1964-01-08	1983-12-31	6	19	1	Kalmar_19	6280931	1512931	04GNV	880	75,06	1	20,7			N	R	ME	50	JÖ	I	GR	GF	XX	GRA		C				SE4		6279493	562292				6_19
1964-01-29	1986-06-15	6	20	1	Kalmar_20	6280060	1513060	04GNV	880	65,83	0,9	18,7			NT	R	ME	50	JÖ	I	GR	GF	XX	GRA		C				SE4		6278624	562431				6_20
1979-10-07	1986-06-15	6	21	3	Kalmar_21	6279248	1513456	04GNV	880	54,8	1	15,1			N	R	ME	50	JÖ	I	GR	GF	XX	GRA		C				SE4		6277817	562837				6_21
1968-05-28	1982-09-12	7	4	1	Böda_4	6351309	1571785	06HSV	885	19,42	0,9	12			N	R	ME	50	JÖ	I	GR	GF	XX	KST		A				SE4		6350537	620293		SE635093-157148		7_4
1968-05-28	1982-09-12	7	10	1	Böda_10	6351353	1572085	06HSV	885	17,2	1,25	9			N	R	ME	50	JÖ	I	SA	GF	XX	KST		A				SE4		6350585	620592				7_10
1968-12-10	1972-05-31	8	1	2	Hemse_1	6348547	1654812	05JNV	980	19,74	0,3				NT	R	ME		BS	I	ML	XX	XX	MST		A				SE4		6348759	703327				8_1
1967-09-07	2001-11-15	11	1	1	Slite_1	6403204	1670378	07JSV	980	56,29	0,65	35	34	0	N	R	XX	44	BÖ	I	XX	XX	XX	KST		A				SE4		6403587	718240				11_1
1970-08-20	1987-06-17	11	6	3	Slite_6	6398122	1671309	06JNV	980	64,62	0,75	44	43.00	0	N	R	XX	44	BÖ	V	XX	XX	XX	KST		A				SE4		6398517	719231				11_6
1975-07-02	1986-06-30	11	8	6	Slite_8	6398002	1670936	06JNV	980	38,9	0	148,5			N	R	ME	150	BS	U	GR	LM	XX	KST		A				SE4		6398393	718859				11_8
1974-06-16	1986-06-30	11	9	2	Slite_9	6398142	1670966	06JNV	980	58,55	0,15	55	55.00	0	NT	R	XX	150	BÖ	I	XX	XX	XX	KST		A				SE4		6398533	718888				11
_9
1980-05-29	1986-06-30	11	10	2	Slite_10	6398190	1670819	06JNV	980	65,02	1	60	59.00	0	N	R	XX	150	BÖ	I	XX	XX	XX	KST		A				SE4		6398579	718740				11_10
1967-09-07	1986-06-30	11	12	1	Slite_12	6402774	1671266	07JSV	980	58,98	0,75	39,2	38	0	N	R	XX	44	BÖ	I	XX	XX	XX	KST		A				SE4		6403168	719132				11
_12
1976-09-20	1986-06-30	11	14	2	Slite_14	6396645	1667359	06JNV	980	47,3	1,3	52			N	R		100	BÖ	I				KST		A				SE4		6396994	715299				11_14
1962-01-02	1967-10-03	6	3	1	Kalmar_3	6274003	1523256	04GSV	880	15,16	0,95	6,65			N	R	ME	50	JÖ	I	GR	GF	XX	SST		C				SE4		6272689	572694				6_3
1962-01-05	1967-10-03	6	15	1	Kalmar_15	6273274	1522726	04GSV	880	14,13	0,9	14			N	R	ME	50	JÖ	U	GR	GF	XX	SST		C				SE4		6271954	572173				6_15
1968-05-28	1982-09-12	7	1	1	Böda_1	6351331	1572492	06HSV	885	10,5	0,2	2,15			N	R	BE		JÖ	M	SA	LM	XX	KST		A				SE4		6350567	620999				7_1
1968-05-28	1982-09-12	7	2	1	Böda_2	6350647	1572476	06HSV	885	14,67	1,2	6			N	R	ME	50	JÖ	V	SA	GF	XX	KST		A				SE4		6349883	620991				7_2
1968-05-28	1982-09-12	7	5	1	Böda_5	6351062	1572327	06HSV	885	16,52	1,05	9			N	R	ME	50	JÖ	I	SA	GF	XX	KST		A				SE4		6350297	620837				7_5
1968-05-28	1981-07-12	7	6	1	Böda_6	6351579	1571900	06HSV	885	17,18	1,05	8,9			N	R	ME	50	JÖ	I	SA	GF	GR	KST		A				SE4		6350808	620404		SE635093-157148		7_6
1968-05-28	1982-09-12	7	8	1	Böda_8	6351006	1572026	06HSV	885	18,81	0,75	12			N	R	ME	50	JÖ	V	SA	GF	XX	KST		A				SE4		6350237	620537				7_8
1968-05-28	1969-07-22	7	11	1	Böda_11	6350072	1572287	06HSV	885	12,74	1,3	7,5			N	R	ME	50	JÖ	M	SA	GF	TO	KST		A				SE4		6349306	620809				7_11
1977-10-18	1986-06-30	11	18	1	Slite_18	6403950	1672020	07JSV	980	59,95	0,56	37,8			N			50						KST		A				SE4		6404352	719872				11_18
1977-10-18	2001-01-31	11	28	1	Slite_28	6404039	1673145	07JSV	980	50,91	0,45	25,7			N	R		37	BÖ	I				KST		A				SE4		6404455	720996				11_28
1967-09-07	1989-06-30	11	33	1	Slite_33	6403117	1672446	07JSV	980	50,79	0,7	23,8	23	0	N	R	XX	44	BÖ	I	XX	XX	XX	KST		A				SE4		6403525	720308				11_33
1977-10-18	2004-09-07	11	39	1	Slite_39	6402825	1672412	07JSV	980	48,48	0,36	35,4			N	R		37	BÖ	I				KST		A				SE4		6403232	720278				11_39
1967-09-07	2001-11-15	11	43	1	Slite_43	6403941	1673717	07JSV	980	29,56	0,35	26,82	26	0	N	R	XX	44	BÖ	I	XX	XX	XX	KST		A				SE4		6404363	721569				11
_43
1990-12-14	1992-08-18	11	63	1	Slite_63				980						N																						11_63
1977-10-18	2004-09-07	11	80	1	Slite_80	6403165	1674075	07JSV	980	34,59	0,7	41,6			N	R		85	BÖ	I				KST		A				SE4		6403592	721936				11_80
1977-10-18	1989-06-30	11	82	1	Slite_82	6403109	1671516	07JSV	980	58,34	0,2	42			N	R		75	BÖ	V				KST		A				SE4		6403505	719378				11_82
1977-10-18	1999-11-17	11	84	1	Slite_84	6403370	1673618	07JSV	980	40,5	0,27	42,2			N	R		75	BÖ	I				KST		A				SE4		6403791	721477				11_84
1977-10-18	2004-09-07	11	85	1	Slite_85	6402817	1673857	07JSV	980	41,81	0,53	42			N	R		75	BÖ	I				KST		A				SE4		6403241	721722				11_85
1977-10-18	2004-09-07	11	87	1	Slite_87	6402049	1672733	07JSV	980	40,82	0,24	31			N	R		75	BÖ	I				KST		A				SE4		6402460	720608				11_87
1977-10-18	1989-06-30	11	93	1	Slite_93	6402854	1672896	07JSV	980	47,15	0,2	60			N	R		110	BÖ	I				KST		A				SE4		6403267	720761				11_93
1977-10-18	1992-04-15	11	94	1	Slite_94	6403075	1673044	07JSV	980	43,85	0,35	60			N	R		110	BÖ	I				KST		A				SE4		6403490	720906				11_94
1977-10-18	2003-12-18	11	95	1	Slite_95	6404144	1672458	07JSV	980	56,4	0,2	50			N	R		110	BÖ	I				KST		A				SE4		6404551	720308				11_95
1977-10-18	2003-12-18	11	96	1	Slite_96	6404092	1673934	07JSV	980	20,17	0,1	50			N	R		115	BÖ					KST		A				SE4		6404517	721784				11_96
1989-07-14	2001-11-15	11	98	1	Slite_98	6404080	1673505	07JSV	980	31,85	0,2	40			N											A				SE4		6404500	721355				11_98
1977-10-18	2001-07-23	11	100	1	Slite_100	6403699	1669356	07JSV	980	46,91	0,16	40			N	R		110	BÖ					KST		A				SE4		6404070	717212				11_100
1978-08-31	1989-06-30	11	124	1	Slite_124	6402990	1671204	07JSV	980	61,2	0,85	82,25			N	R		75	BÖ	V				KST		A				SE4		6403383	719068				11_124
1978-08-31	1989-06-30	11	125	1	Slite_125	6402952	1671153	07JSV	980	61,59	1	507,5			N	R		200	BÖ	V				KST		A				SE4		6403344	719017				11_125
1982-11-15	1989-06-30	11	126	1	Slite_126	6403800	1669920	07JSV	980	51,92	0,5	80			N	R	XX	80	BÖ	I	XX			KST		A				SE4		6404177	717775				11_126
1982-12-01	1986-06-30	11	127	1	Slite_127	6401580	1670120	07JSV	980			80			N	R		80	BÖ	I	XX			KST		A				SE4		6401960	718001				11_127
1982-12-01	1986-06-30	11	128	1	Slite_128	6400220	1670380	07JSV	980						N	R		80	BÖ	I	XX			KST		A				SE4		6400604	718277				11_128
1982-12-15	2003-12-18	11	129	1	Slite_129	6403075	1673044	07JSV	980	43,85	0,35	50			N	R	ME		BÖ	I				KST		A				SE4		6403490	720906				11_129
1982-12-15	2003-12-18	11	130	1	Slite_130	6403075	1673044	07JSV	980	43,85	0,35	60			N	R		110	BÖ	I				KST		A				SE4		6403490	720906				11_130
1983-01-01	1987-09-15	11	194	1	Slite_194	6403075	1673044	07JSV	980	43,85	0,35	60			N	R		110	BS	I				KST		A				SE4		6403490	720906				11_194
1977-10-18	2004-09-07	11	102	1	Slite_102	6401986	1671466	07JSV	980	42,01	0,2	40			N	R		115	BS	U				KST		A				SE4		6402382	719342				11_102
1977-10-18	2001-11-15	11	86	1	Slite_86	6402975	1672719	07JSV	980	49,2	0,53	60			N	R		250	BÖ	I				KST		A				SE4		6403386	720583				11_86
1977-10-18	1979-12-28	11	123	1	Slite_123	6406292	1674239	07JSV	980	30,8	0,35	70			N	R		125	BX					KST		A				SE4		6406720	722063				11_123
1959-04-24	1983-12-31	13	3	1	Varberg_3	6341973	1296650	05BNO	1383	30,26	1,25	17,02			N	R	ME	50	JS	U	SA	GF	LE	GNE		C				SE5		6337951	345413				13_3
1959-04-24	1998-09-14	13	4	1	Varberg_4	6342766	1296858	05BNO	1383	32,98	3,05	27,96			N	R	ME	50	JS	U	SA	GF	LE	GNE		C				SE5		6338746	345611				13_4
1984-10-10		13	107	1	Varberg_107	6330910	1316954	05CNV	1382	119	0,5	2,6	0.5		K	R	PL	19	JÖ	U	MN	XX	TO	GNE	L	B	3			SE5		6327136	365834				13_107
1985-04-20	1993-03-30	13	108	1	Varberg_108	6331030	1316930	05CNV	1382	130	0,25	2,4	0.5		K	R	PL	19	JÖ	I	MN	XX	XX	GNE		B				SE5		6327255	365808				13_108
1985-04-20	1992-06-14	13	109	1	Varberg_109	6330975	1316980	05CNV	1382	123	0,35	3	0.5		K	R	PL	19	JÖ	I	MN	XX	XX	GNE		B				SE5		6327201	365859				13
_109
1984-10-10	1998-10-21	13	106	1	Varberg_106	6330950	1317000	05CNV	1382	121	0,25	2,4	0.5		K	R	PL	19	JÖ	I	MN	XX	XX	GNE		B				SE5		6327176	365879				13_106
1986-12-09	1986-12-09	13	104	1	Varberg_104	6331030	1316930	05CNV	1382	130	0,3	3,24	0.5		N	R	PL	19	JÖ	V	MN	XX	XX	GNE		B				SE5		6327255	365808				13_104
1967-12-02	1983-12-31	14	4	1	Nissafors_4	6364776	1368451	06DSV	617	170,29	0,8	21,2			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		B				SE5		6361589	416897				14_4
1970-08-20	1983-12-31	14	8	3	Nissafors_8	6364965	1367800	06DSV	617	168,02	0,9	22,1			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		B				SE5		6361770	416244				14_8
1967-12-02	1983-12-31	14	9	1	Nissafors_9	6367092	1367229	06DSV	662	161,52	1	4,5			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		B				SE5		6363889	415649				14_9
1967-12-02	1983-12-31	14	10	1	Nissafors_10	6366002	1367016	06DSV	662	160,98	1,4	22,5			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		B				SE5		6362798	415449				14
_10
1968-05-13	1983-12-31	15	6	1	Herrljunga_6	6437886	1341245	07CNO	1466	146,5	0,7	5,55			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		B				SE5		6434330	388839				15
_6
1968-05-13	1970-12-22	15	2	1	Herrljunga_2	6437988	1341061	07CNO	1466	146,27	0,49	3,85			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		B				SE5		6434430	388654				15_2
1967-12-02	1983-12-31	14	11	1	Nissafors_11	6366876	1367239	06DSV	662	163,25	1,25	14,25			N	R	ME	50	JÖ	I	SA	GF	XX	GNE		B				SE5		6363674	415661				14_11
1968-05-27	1983-12-31	15	1	1	Herrljunga_1	6437621	1341129	07CNO	1466	145,2	0,2	6,3			N	R	ME	50	JÖ	M	GR	GF	TO	GNE		B				SE5		6434064	388726				15_1
1973-11-23	1983-12-31	15	3	3	Herrljunga_3	6437797	1341384	07CNO	1466	145,91	0,8	11,45			N	R	ME	50	JÖ	M	GR	GF	TO	GNE		B				SE5		6434243	388979				15_3
1968-05-13	1983-12-31	15	4	1	Herrljunga_4	6437797	1341403	07CNO	1466	146,25	0,5	6			N	R	ME	50	JÖ	I	GR	GF	XX	GNE		B				SE5		6434243	388998				15_4
1968-11-15	1983-12-31	15	5	2	Herrljunga_5	6437873	1341239	07CNO	1466	145,53	0,4	10,8			NT	R	ME	50	JÖ	M	GR	GF	TO	GNE		B				SE5		6434317	388833				15_5
1970-11-03		16	71	1	Tiveden_71	6520254	1415209	09ESV	1473	145					K	K	XX		JÖ	U	MN	XX	XX	GRA	L	B	3			SE4		6517536	461772				16_71
1971-06-07	1990-09-30	16	72	1	Tiveden_72	6518247	1413166	09ESV	1473	126,95	1,15				N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6515506	459754				16_72
1971-05-12	1974-09-11	16	73	1	Tiveden_73	6513779	1411799	09ESV	1473	131,67	1,5				N	R	ME		JÖ	M	TO	XX	XX	GRA		B				SE4		6511024	458441				16_73
1982-06-14	1985-09-18	16	91	1	Tiveden_91	6520202	1412967	09ESV	1473	145,31	1	3,9	1.00		NK	R	PL	38	JÖ	V	MN	XX	XX	GRA		B				SE4		6517457	459532				16_91
1982-06-14	1983-05-15	16	92	1	Tiveden_92				1473						N															SE4							16_92
1985-09-18	1991-09-15	16	95	2	Tiveden_95	6519213	1416221	09ESV	1473	140,37	0,75	2,35	1.00		N	R	PL	38	JÖ	I	MN	XX	XX	GRA		B				SE4		6516508	462796				16_95
1985-05-10	2006-04-26	16	101	1	Tiveden_101	6510859	1432154	09ESO	1446	208,37	0,29	1,27	0.5	0,7	K	R	PL	19	JÖ	I	MN	XX	TO	GRA	L	B	3			SE4		6508350	478821				16_101
1984-04-02		16	102	1	Tiveden_102	6510810	1432119	09ESO	1446	201,78	0,3	1,2	0.5	1,65	K	R	PL	19	JÖ	M	MN	XX	TO	GRA	L	B	3			SE4		6508301	478786				16
_102
1984-04-02	2006-08-28	16	103	1	Tiveden_103	6510810	1432119	09ESO	1446	201,79	0,3	1,95	0.5	1,65	K	R	PL	19	JÖ	M	MN	XX	TO	GRA	L	B	3			SE4		6508301	478786				16_103
1984-04-02	2006-04-26	16	104	1	Tiveden_104	6510795	1432118	09ESO	1446	200,07	0,3	1,2	0.5	0	K	R	PL	19	JÖ	M	MN	XX	TO	GRA	L	B	3			SE4		6508286	478785				16_104
1984-06-20	1993-04-22	16	106	1	Tiveden_106	6510790	1432080	09ESO	1446	192	0,3	3,31	.50		K	R	PL	19	JÖ	U	TO	XX	XX	GRA		B				SE4		6508280	478747				16_106
1984-10-15	1995-04-09	16	107	1	Tiveden_107	6510890	1432160	09ESO	1446	208,77	0,65	3	0.5	0,9	K	R	PL	19	JÖ	I	MN	XX	TO	GRA		B				SE4		6508381	478826				16_107
1984-10-15	1995-04-09	16	108	1	Tiveden_108	6510810	1432100	09ESO	1446	200,55	0,7	3	0.50	0,9	K	R	PL	19	JÖ	M	MN	XX	TO	GRA		B				SE4		6508300	478767				16_108
1986-08-05	1989-09-21	16	109	1	Tiveden_109	6510650	1432150	09ESO	1446		0,7	2,7	0.50	2	K	R	PX	19	JÖ	U	TO	XX	XX	GRA		B				SE4		6508141	478819				16
_109
1986-08-05	1989-09-21	16	110	1	Tiveden_110	6510650	1432140	09ESO	1446		0,5	2	0.50		K	R	PX	19	JÖ	U	TO	XX	XX	GRA		B				SE4		6508141	478809				16_110
1986-08-06	1989-09-21	16	111	1	Tiveden_111	6510300	1432200	09ESO	1446		0,7	3,2	0.50	0,9	K	R	PX	19	JÖ	M	MN	XX	XX	GRA		B				SE4		6507792	478873				16_111
1986-08-06	1990-04-23	16	112	1	Tiveden_112	6510290	1432210	09ESO	1446		0,7	3,2	0.50	0,75	K	R	PX	19	JÖ	U	MN	XX	TO	GRA		B				SE4		6507782	478883				16_112
1987-09-17	1989-07-03	16	120	1	Tiveden_120	6510890	1432160	09ESO	1446	208,3	0,3	1,66			N	R	PX	22	JÖ	M	MN	XX	TO	GRA		B			L	SE4		6508381	478826				16_120
1966-07-07	1974-09-11	16	40	1	Tiveden_40	6516735	1415533	09ESV	1473	131,33	0	2,7			N	R	BE		JÖ	V	SA	GF	XX	GRA		B				SE4		6514023	462138				16_40
1966-07-07	1974-09-11	16	45	1	Tiveden_45	6517694	1415236	09ESV	1473	139,91	0	2,45			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6514978	461829				16_45
1966-07-08	1968-05-14	16	55	1	Tiveden_55	6512731	1413032	09ESV	1473	130,1	0,6	3,4			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6509991	459686				16_55
1967-06-06	1970-09-22	16	15	1	Tiveden_15	6517853	1413148	09ESV	1473	126,41	0,1	1,4			N	R	ME		JS	M	MN	XX	XX	GRA		B				SE4		6515112	459741				16_15
1970-07-09	1983-12-31	16	24	1	Tiveden_24	6515876	1414405	09ESV	1473	132,78	1	5,5	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6513151	461021				16
_24
1970-07-09	1974-09-11	16	30	1	Tiveden_30	6520948	1413727	09ESV	1473	140,03	0,8	2,9	1.0		N	R	ME	50	JÖ	V	MN	XX	XX	GRA		B				SE4		6518212	460282				16_30
1966-07-07	1974-09-11	16	38	1	Tiveden_38	6514804	1415104	09ESV	1473	145,4	0,7	4,4			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6512088	461732				16_38
1970-11-03	1983-09-15	16	50	3	Tiveden_50	6519764	1413208	09ESV	1473	126,13	0,1	1			K	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6517022	459778				16_50
1984-04-02	1993-04-22	16	105	1	Tiveden_105	6510790	1432080	09ESO	1446	192	0,3	1,3	0.5		K	R	PL	19	JÖ	U	TO	XX	XX	GRA		B				SE4		6508280	478747				16
_105
1967-04-14	1968-05-14	16	1	1	Tiveden_1	6512706	1413052	09ESV	1473	130,36	0,05	2			N	R	ME		JÖ	I	MN	XX	XX	GRA		B				SE4		6509966	459707				16_1
1967-04-13	1968-05-14	16	4	1	Tiveden_4	6521084	1413871	09ESV	1473	134,36	0,05	1,45			N	R	ME		JÖ	I	SA	GF	XX	GRA		B				SE4		6518350	460424				16_4
1967-04-14	1974-09-11	16	6	1	Tiveden_6	6522645	1415221	09ESV	1473	142,91	0,1	1,65			N	R	ME		JS	M	MN	XX	TO	GRA		B				SE4		6519926	461755				16_6
1967-04-14	1974-09-11	16	10	1	Tiveden_10	6527630	1414271	09ENV	1447	144,4	0,7	0,7			N	R	ME		JÖ	U	MN	XX	XX	GRA		B				SE5		6524897	460745				16_10
1967-11-16	1970-08-30	16	11	1	Tiveden_11	6527855	1415222	09ENV	1447	164,12	0,05	1,7			N	R	ME		JÖ	V	MN	XX	XX	GRA		B				SE4		6525133	461693				16_11
1967-04-14	1969-05-22	16	12	1	Tiveden_12	6514799	1412403	09ESV	1473	134,39	0,05	0,85			N	R	ME		JÖ	U	MN	XX	XX	GRA		B				SE4		6512050	459033				16_12
1967-03-07	2004-09-30	16	13	1	Tiveden_13	6517871	1413122	09ESV	1473	125,88	0,05	1,1			N	R	ME		JS	U	MN	XX	L	GRA		B				SE4		6515129	459715				16_13
1967-03-07	1983-12-31	16	14	1	Tiveden_14	6517846	1413142	09ESV	1473	125,92	0,05	1,4			N	R	ME		JS	U	MN	XX	L	GRA		B				SE4		6515105	459735				16_14
1967-06-06	1974-09-03	16	16	1	Tiveden_16	6517821	1413161	09ESV	1473	127,84	0,1	1,4			N	R	ME		JÖ	I	MN	XX	XX	GRA		B				SE4		6515080	459754				16_16
1967-04-14	1968-05-03	16	17	1	Tiveden_17	6522297	1414249	09ESV	1473	142,03	0,05	1,05			N	R	ME		JÖ	I	MN	XX	XX	GRA		B				SE4		6519566	460788				16_17
1967-11-16	1974-08-21	16	19	1	Tiveden_19	6514642	1414554	09ESV	1473	122,87	0,1	2,1			N	R	ME		JS	M	MN	XX	TO	GRA		B				SE4		6511919	461185				16_19
1967-10-05	1974-09-11	16	20	1	Tiveden_20	6514617	1412508	09ESV	1473	134,05	0,05	0,85			N	R	ME		JÖ	U	MN	XX	XX	GRA		B				SE4		6511870	459140				16_20
1967-11-16	1970-06-03	16	21	1	Tiveden_21	6519184	1414071	09ESV	1473	145	0,05	1			N	R	ME		JÖ	V	MN	XX	XX	GRA		B				SE4		6516453	460647				16_21
1967-11-16	1974-09-11	16	22	1	Tiveden_22	6521122	1413870	09ESV	1473	134,87	0,1	2,9			N	R	ME		JÖ	I	SA	GF	XX	GRA		B				SE4		6518388	460423				16_22
1970-07-09	2004-08-01	16	23	1	Tiveden_23	6515777	1415544	09ESV	1473	139,51	0,8	4,15	1.0		N	R	ME	50	JÖ	I	SA	GF	XX	GRA		B				SE4		6513066	462160				16_23
1993-01-15	1991-12-31	16	25	5	Tiveden_25	6517884	1413096	09ESV	1473	128,74	1,2	3,9	1.00		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6515142	459688				16_25
1970-07-09	1974-09-11	16	27	1	Tiveden_27	6512706	1413052	09ESV	1473	130,74	0,9	5	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6509966	459707				16
_27
1970-07-09	1974-09-11	16	31	1	Tiveden_31	6522358	1414127	09ESV	1473	141,7	0,1	2,8	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE4		6519626	460665				16
_31
1970-07-09	1974-07-18	16	32	1	Tiveden_32	6527829	1415260	09ENV	1447	164,7	0,25	4,8	1.0		N	R	ME	50	JÖ	V	MN	XX	XX	GRA		B				SE4		6525108	461732				16_32
1970-07-09	1974-09-11	16	33	1	Tiveden_33	6527409	1414172	09ENV	1447	142,17	0,85	2,8	1.0		N	R	ME	50	JÖ	I	MN	XX	XX	GRA		B				SE5		6524675	460649				16_33
1966-07-08	1974-09-23	16	34	1	Tiveden_34	6523900	1414461	09ESV	1473	156,94	0,1	4			N	R	BE		JÖ	V	MN	XX	XX	GRA		B				SE4		6521171	460980				16_34
1974-09-23	1983-12-31	16	35	3	Tiveden_35	6516459	1413974	09ESV	1473	130,22	0,1	2,5			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6513728	460583				16_35
1966-07-07	1974-09-11	16	36	1	Tiveden_36	6521391	1413655	09ESV	1473	133,15	0	2,2			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6518654	460205				16_36
1966-07-08	1974-09-11	16	37	1	Tiveden_37	6518076	1413538	09ESV	1473	139,26	0	3,4			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6515339	460128				16_37
1966-07-08	1974-09-11	16	39	1	Tiveden_39	6518446	1413302	09ESV	1473	131,76	0,1	2,7			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6515706	459887				16_39
1966-07-08	1974-09-11	16	41	1	Tiveden_41	6514818	1412072	09ESV	1473	132,09	0	2,45			N	R	BE		JÖ	U	MN	XX	XX	GRA		B				SE5		6512065	458702				16_41
1973-01-01	1974-09-11	16	43	2	Tiveden_43	6513214	1414331	09ESV	1473	144,63	0	2,75			N	R	BE		JÖ	V	MN	XX	XX	GRA		B				SE4		6510489	460979				16_43
1987-07-15	1987-08-15	16	44	3	Tiveden_44	6517654	1413050	09ESV	1473	128,11	0,05	1,7			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE4		6514912	459645				16_44
1966-07-08	1974-09-11	16	46	1	Tiveden_46	6527564	1414403	09ENV	1447	144,16	0,1	3,3			N	R	BE		JÖ	I	MN	XX	XX	GRA		B				SE5		6524832	460878				16_46
